sentence,difficulty
"C'est l'année où les centaines de milliers de baby-boomers, nés lors de l'anniversaire de 1946, prendront leur retraite.",B2
"Pour y aller, descendez à la gare du Louvre Museum, tournez à droite et continuez tout droit",A1
L'originalité du mécanisme consiste à utiliser des photons et à les convertir en énergie chimique qui se trouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides formés.,C1
"De plus, 42% des adolescents disent qu'ils seraient ""dévastés"" s'ils quittaient leur maison pendant plusieurs jours sans leur téléphone.",B2
"Et vous, êtes-vous toujours cuisinier?",A1
"En les mélangeant, vous pouvez former d'autres couleurs. Green par exemple est la couleur de l'herbe et les feuilles des arbres.",B1
"Enfin, selon le High Public Health Council, les «lieux de la musique amplifiée de la diffusion» ne doivent pas dépasser le niveau moyen de 105 dB pendant quinze minutes, ce qui est rarement respecté.",B2
"Les dettes notées au niveau individuel sont attribuées conjointement à tous les membres du ménage, les résultats disséminés indiquant ainsi les pourcentages de la population vivant dans un ménage avec le type de dette considéré.",C1
Elle a un physique ingrat.,B1
Le Grand Meaulnes a jeté son chapeau sur le sol et j'ai vu qu'il avait les cheveux complètement comme un paysan.,B2
"En 1985, l'économiste japonais Ohmae Kenichi a inventé la formule pratique de la ""triade"" pour décrire la nouvelle polarisation du monde.",C1
L'étude de l'influence des chaînes ramifiées courtes sur le métabolisme des xénobiotiques est développée en deux parties.,C2
La façon dont le monde a été construit à partir de grandes découvertes est donc largement responsable de sa géographie contemporaine.,C2
"«Je les ai souffert et je les ai fait subir mes enfants, jusqu'à ce que j'ose m'en débarrasser, résume cet inventeur de produits plus amusants",C2
"Il est devenu courant de déplorer que la France a acquis la place du champion européen des prélèvements obligatoires, une expression qui comprend les taxes d'État, les taxes locales, les taxes et les contributions de la sécurité sociale: la part du produit intérieur brut (PIB) que les autorités prennent lesLa richesse nationale a atteint 48, 4%, tandis que la moyenne de l'Europe est de 40, 2%.",C2
Aucun filet n'empêchera les algues de l'Atlantique de naviguer et de tirer leur saveur des eaux qu'ils traversent.,B2
"Une fois leur projet réussi, ils parlent de liberté, d'harmonie, de renaissance.",C1
"Il est vrai que Pierre a moins de livres que ses amis, mais les siens sont meilleurs.",A2
Vous êtes l'un des amis de Zoé.,A1
"Chacun de nous fait donc simplement une illusion du monde, poétique, sentimental, joyeux, mélancolique, sale ou lugubre selon sa nature.",C1
"Ils déjeuner face à face, se regardant et souriant constamment, occupés uniquement avec eux, tous enveloppés dans le doux charme d'une tendresse qui commence.",C1
Elle travaille également dans le domaine de l'informatique?,A1
"Une action peut être envisagée, malgré les doutes restant sur le lien causal.",C2
"Nous pouvons montrer le nouveau père comme exemple pour d'autres pères moins impliqués, mais sans en faire un objet de curiosité ou un héros absolu auquel une statue doit être dessinée.",B2
Les normes européennes sont absurdes et nous suffosent.,B2
M. Cruchon vient de donner une réponse à notre question.,A2
Il est possible de faire du vélo dans un parc autour d'une citadelle fortifiée.,A2
Elle n'a pas travaillé ici depuis deux semaines.,A2
Ne recherchons donc pas l'assurance et la fermeté.,B2
Les jeunes sont moins soumis à des impératifs moraux qu'à ceux du succès.,B2
Jean a une petite amie.,A1
"Les sénateurs élus dans le scrutin majoritaire qui acceptent les fonctions du gouvernement sont remplacés, jusqu'à l'expiration d'un mois suivant la cessation de ces fonctions, par des personnes élues en même temps qu'elles à cette fin.",C1
"L'étymologie latine du mot travail, ""tripalium"", signifie ""instrument de torture""",C2
"Au-delà de l'inconvénient esthétique, ce déchet menace la moitié des oiseaux de mer et au moins 200 espèces de poissons, crustacés et mammifères vivant dans les océans car il confond ce déchet avec la nourriture.",B2
"Ils m'ont promis de me faire découvrir tous les Londres: nous visiterons les musées, les monuments et les parcs",A1
"Pour Catherine Down, c'est un soulagement de ne pas avoir à passer ce test seul, même si l'idée de partager son petit studio d'abord anxieux.",B1
"Sachez ici qu'Impavid est la jument lorsque l'étalon le pénètre, impavidable et, pourtant, nous ne savons pas que la tige de l'étalon est digne d'estime lorsqu'elle quitte sa gaine.",C2
Les enfants ne voulaient pas travailler leurs devoirs après l'école.,A2
(Notez que l'apprentissage de la grammaire française obéit aux mêmes objectifs.) Il est parfaitement connu que la seule méthode viable pour apprendre une langue étrangère est l'immersion,C2
Nous vous remercions d'avoir voyagé à la France Air Company.,A1
"Une association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a supplanté le calcul mental, y compris pour les opérations de base, et que l'utilisation d'un ordinateur connecté à Internet pourrait facilement remplacer une partie de notre mémoire, les opérations de base ont été stockées en amont etgrâce à cette assimilation des connaissances de base que l'apprenant peut utiliser la calculatrice.",B2
Ils ont créé une nouvelle société moderne sur les ruines de la civilisation ancienne.,C1
"""Je vous laisserai sortir uniquement à condition que vous jugez solennellement que vous ne révélerez à personne où vous avez dormi, ni comment vous êtes entré dans la grotte de serpent!"", A déclaré le roi.",B1
Le lac est vraiment magnifique et je fais beaucoup de sport.,A2
Il joue de la guitare dans un bar.,A1
"À l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises pour accueillir mes amis.",A2
"Une belle robe serrée, elle veut mettre en évidence ses formes",C1
Il nous a dit qu'il avait terminé son film hier et qu'il allait échanger un nouveau sur deux semaines.,B1
"Même si la Révolution française était déjà en cours, la capture symbolique de la forteresse de juillet, qui n'avait que 7 prisonniers à l'époque, reste l'événement clé de la révolte",B2
"Pendant des semaines, la Maison Blanche avait courtisé une poignée de sénateurs républicains et de démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer ou de sauver ses principaux projets.",B2
"Petit, rempli et hautain timide, il avait un ventre légèrement proéminent, dont le surplomb offrait une pente ascendante qui mettait en évidence les boutons de son gilet et de son pantalon, marquant l'environnement exact de son corps de cette ligne obstétricale qui se trouve sur les fruits: l'arc qui quiest la rançon inévitable de lourdeur de Bourgogne, de Schlagsahne et de la bière.",C2
"Certes, l'individu, actif et volontaire, est le seul initiateur de son recyclage.",C1
Tu veux que je regarde avec toi?,A2
"Chaque mardi, il se rend à l'entraînement au football.",A1
Les vacances approchent et j'aimerais vous voir!,A2
"La vieille femme hocha la tête, sous sa grande vieille Cornette à la mode, dont les ailes incurvées l'ont enveloppée presque toute leur mousseline blanche coincée",C2
Encore une fois.,A1
"Pour aller dans ma chambre, je dois grimper un escalier",A2
"Dans cette situation, tout en recherchant d'autres facteurs possibles de la maladie, une évaluation du niveau de ferritine, ainsi que d'autres tests peuvent être judicieuses.",C1
"Le gouverneur de la colonie, William Bradford, a alors décidé de proclamer une journée de remerciements et d'action de grâce pour remercier Dieu de leur avoir donné une terre finalement accueillante avec des indigènes si utiles",B2
"Ainsi, une centaine de caméras automatiques installées sur le sol français surveillent définitivement le début de l'année scolaire dans l'atmosphère.",C1
"Le lendemain, l'assistant m'a téléphoné pour savoir si j'étais disponible lundi.",B1
"Dans les années 1990, Valéry Giscard d'Estaing s'est entretenu pour l'Europe, mais en 2005, son projet de constitution européenne a été rejeté en France par référendum ""non"" le prévalant en grande partie",C1
Comment j'ai survécu à un narcissique pervers,B2
Elle cherche un travail de réceptionniste dans un hôtel,A1
"Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, car les langues écrites et orales sont le principal mode de transmission des cultures.",C1
"Après, je vais à la cuisine et je bois mon café",A1
"Je ne vais pas aller avec eux, car ils sont déjà partis!",A2
"La grande majorité des déchets professionnels sont mélangés à des décombres ou à des emballages, et enterré dans le sol par manque d'isolement pour leur traitement, dit-il.",B2
Il y a même des restaurants,A2
Serveur: y a-t-il un problème avec votre table?,A2
"Une exception, dans un paysage audiovisuel où il y a beaucoup de règles.",B1
"Les sollicitations incessantes auxquelles nous sommes confrontés à une discipline de fer. En afin de ne pas être envahis, il devient nécessaire d'établir des règles et des limites.",C2
Son retour a été moins rapide que l'espérait pour le compte de p ***.,C2
Le raisonnement mathématique est plus proche de la logique masculine.,B2
Mais le chien n'est pas le seul à apprendre!,B1
Crise de l'âge adulte ou choix rationnel?,C1
Le chien a besoin de rencontrer d'autres animaux.,B1
Il semble que nous mangeons bien: l'une des spécialités de l'île est le fromage de chèvre.,A2
Mon mari est un éditeur.,A1
"Descendant de cheval, il a fait les noisettes et les Églantiers, suivis par les deux chevaux que le voiturier de l'écurie détenu par les rênes, est allé dans le craquement du silence, torse nu sous le soleil de midi, est allé souri, étrange et à la hauteur, sûr deUne victoire.",C2
"L'habileté de son plan ne consistera donc pas à émotion ou à charme, dans un début attachant ou dans une catastrophe en mouvement, mais dans le groupe habile de petits faits constants à partir desquels la signification finale de l'œuvre émergera.",C1
"La population mondiale, malgré un ralentissement clair, augmente et pourrait atteindre 9,3 milliards de personnes en 2050 et plafonner environ 10,5 milliards à la fin du 21e siècle.",C1
"Je suis allé me cacher dans un coin du salon, derrière un groupe d'hommes provoquant.",C2
"Oui, il y a une grande garde-robe.",A1
"Lorsqu'il y a des mouvements sociaux en France, la présence de jeunes, d'élèves et d'étudiants du secondaire est souvent décisive.",B2
"Jour du Seigneur cher à l'église, il a été supprimé après la révolution de 1789, puis dédié aux Gémonies par Napoléon, sous prétexte que ""les gens mangeant dimanche, ils doivent pouvoir travailler dimanche"".",C2
